   t         Omega F_0 0       Omega F_0 0.5       Omega F_0 1.2
 11.25   0.60518086637E-01   0.53765383621E+00  -0.36595953902E+00
 11.28   0.60500141492E-01   0.53043466574E+00  -0.35601125035E+00
 11.31   0.60428037919E-01   0.52299327783E+00  -0.34603646747E+00
 11.34   0.60302650412E-01   0.51533668438E+00  -0.33604454839E+00
 11.37   0.60124888479E-01   0.50747188139E+00  -0.32604506566E+00
 11.40   0.59895695305E-01   0.49940583291E+00  -0.31604779252E+00
 11.43   0.59616046398E-01   0.49114545579E+00  -0.30606268879E+00
 11.46   0.59286948237E-01   0.48269760513E+00  -0.29609988630E+00
 11.49   0.58909436898E-01   0.47406906070E+00  -0.28616967399E+00
 11.52   0.58484576679E-01   0.46526651414E+00  -0.27628248289E+00
 11.55   0.58013458721E-01   0.45629655711E+00  -0.26644887074E+00
 11.58   0.57497199616E-01   0.44716567036E+00  -0.25667950652E+00
 11.61   0.56936940019E-01   0.43788021371E+00  -0.24698515485E+00
 11.64   0.56333843253E-01   0.42844641702E+00  -0.23737666036E+00
 11.67   0.55689093920E-01   0.41887037210E+00  -0.22786493198E+00
 11.70   0.55003896503E-01   0.40915802552E+00  -0.21846092731E+00
 11.73   0.54279473978E-01   0.39931517251E+00  -0.20917563705E+00
 11.76   0.53517066427E-01   0.38934745162E+00  -0.20002006956E+00
 11.79   0.52717929656E-01   0.37926034045E+00  -0.19100523559E+00
 11.82   0.51883333815E-01   0.36905915222E+00  -0.18214213317E+00
 11.85   0.51014562033E-01   0.35874903326E+00  -0.17344173285E+00
 11.88   0.50112909055E-01   0.34833496136E+00  -0.16491496309E+00
 11.91   0.49179679891E-01   0.33782174495E+00  -0.15657269608E+00
 11.94   0.48216188477E-01   0.32721402313E+00  -0.14842573384E+00
 11.97   0.47223756344E-01   0.31651626647E+00  -0.14048479479E+00
 12.00   0.46203711308E-01   0.30573277853E+00  -0.13276050060E+00
 12.03   0.45157386165E-01   0.29486769818E+00  -0.12526336362E+00
 12.06   0.44086117406E-01   0.28392500253E+00  -0.11800377464E+00
 12.09   0.42991243949E-01   0.27290851054E+00  -0.11099199122E+00
 12.12   0.41874105887E-01   0.26182188730E+00  -0.10423812647E+00
 12.15   0.40736043254E-01   0.25066864880E+00  -0.97752138317E-01
 12.18   0.39578394807E-01   0.23945216735E+00  -0.91543819354E-01
 12.21   0.38402496839E-01   0.22817567740E+00  -0.85622787132E-01
 12.24   0.37209681997E-01   0.21684228193E+00  -0.79998475032E-01
 12.27   0.36001278134E-01   0.20545495921E+00  -0.74680123637E-01
 12.30   0.34778607175E-01   0.19401657003E+00  -0.69676772633E-01
 12.33   0.33542984017E-01   0.18252986526E+00  -0.64997253230E-01
 12.36   0.32295715437E-01   0.17099749370E+00  -0.60650181080E-01
 12.39   0.31038099038E-01   0.15942201035E+00  -0.56643949698E-01
 12.42   0.29771422214E-01   0.14780588481E+00  -0.52986724360E-01
 12.45   0.28496961140E-01   0.13615151003E+00  -0.49686436456E-01
 12.48   0.27215979792E-01   0.12446121120E+00  -0.46750778288E-01
 12.51   0.25929728984E-01   0.11273725483E+00  -0.44187198285E-01
 12.54   0.24639445447E-01   0.10098185794E+00  -0.42002896595E-01
 12.57   0.23346350921E-01   0.89197197467E-01  -0.40204821048E-01
 12.60   0.22051651284E-01   0.77385419597E-01  -0.38799663439E-01
 12.63   0.20756535701E-01   0.65548649301E-01  -0.37793856106E-01
 12.66   0.19462175813E-01   0.53688999808E-01  -0.37193568759E-01
 12.69   0.18169724938E-01   0.41808582115E-01  -0.37004705531E-01
 12.72   0.16880317321E-01   0.29909514462E-01  -0.37232902204E-01
 12.75   0.15595067393E-01   0.17993931761E-01  -0.37883523567E-01
 12.78   0.14315069074E-01   0.60639949370E-02  -0.38961660865E-01
 12.81   0.13041395100E-01  -0.58780998206E-02  -0.40472129290E-01
 12.84   0.11775096375E-01  -0.17830111945E-01  -0.42419465470E-01
 12.87   0.10517201363E-01  -0.29789747528E-01  -0.44807924908E-01
 12.90   0.92687154985E-02  -0.41754650535E-01  -0.47641479319E-01
 12.93   0.80306206358E-02  -0.53722394219E-01  -0.50923813817E-01
 12.96   0.68038745214E-02  -0.65690472771E-01  -0.54658323898E-01
 12.99   0.55894102996E-02  -0.77656293212E-01  -0.58848112181E-01
 13.02   0.43881360471E-02  -0.89617167567E-01  -0.63495984837E-01
 13.05   0.32009343361E-02  -0.10157030535E+00  -0.68604447666E-01
 13.08   0.20286618284E-02  -0.11351280633E+00  -0.74175701780E-01
 13.11   0.87214889730E-03  -0.12544165376E+00  -0.80211638818E-01
 13.14  -0.26780072033E-03  -0.13735370781E+00  -0.86713835668E-01
 13.17  -0.13904102431E-02  -0.14924569959E+00  -0.93683548636E-01
 13.20  -0.24949301355E-02  -0.16111422543E+00  -0.10112170702E+00
 13.23  -0.35806383698E-02  -0.17295574176E+00  -0.10902890602E+00
 13.26  -0.46468406586E-02  -0.18476656037E+00  -0.11740539901E+00
 13.29  -0.56928706607E-02  -0.19654284419E+00  -0.12625108903E+00
 13.32  -0.67180901576E-02  -0.20828060366E+00  -0.13556551955E+00
 13.35  -0.77218892031E-02  -0.21997569356E+00  -0.14534786440E+00
 13.38  -0.87036862452E-02  -0.23162381050E+00  -0.15559691691E+00
 13.41  -0.96629282215E-02  -0.24322049097E+00  -0.16631107817E+00
 13.44  -0.10599090627E-01  -0.25476111004E+00  -0.17748834440E+00
 13.47  -0.11511677557E-01  -0.26624088066E+00  -0.18912629342E+00
 13.50  -0.12400221720E-01  -0.27765485376E+00  -0.20122207024E+00
 13.53  -0.13264284433E-01  -0.28899791886E+00  -0.21377237169E+00
 13.56  -0.14103455582E-01  -0.30026480556E+00  -0.22677343014E+00
 13.59  -0.14917353563E-01  -0.31145008567E+00  -0.24022099634E+00
 13.62  -0.15705625199E-01  -0.32254817614E+00  -0.25411032131E+00
 13.65  -0.16467945631E-01  -0.33355334268E+00  -0.26843613743E+00
 13.68  -0.17204018187E-01  -0.34445970430E+00  -0.28319263863E+00
 13.71  -0.17913574223E-01  -0.35526123848E+00  -0.29837345983E+00
 13.74  -0.18596372951E-01  -0.36595178724E+00  -0.31397165564E+00
 13.77  -0.19252201236E-01  -0.37652506398E+00  -0.32997967841E+00
 13.80  -0.19880873374E-01  -0.38697466115E+00  -0.34638935568E+00
 13.83  -0.20482230850E-01  -0.39729405867E+00  -0.36319186717E+00
 13.86  -0.21056142077E-01  -0.40747663320E+00  -0.38037772142E+00
 13.89  -0.21602502110E-01  -0.41751566820E+00  -0.39793673217E+00
 13.92  -0.22121232341E-01  -0.42740436474E+00  -0.41585799467E+00
 13.95  -0.22612280183E-01  -0.43713585308E+00  -0.43412986210E+00
 13.98  -0.23075618725E-01  -0.44670320500E+00  -0.45273992222E+00
 14.01  -0.23511246373E-01  -0.45609944687E+00  -0.47167497454E+00
 14.04  -0.23919186478E-01  -0.46531757330E+00  -0.49092100815E+00
 14.07  -0.24299486939E-01  -0.47435056160E+00  -0.51046318057E+00
 14.10  -0.24652219799E-01  -0.48319138668E+00  -0.53028579776E+00
 14.13  -0.24977480815E-01  -0.49183303665E+00  -0.55037229570E+00
 14.16  -0.25275389024E-01  -0.50026852882E+00  -0.57070522377E+00
 14.19  -0.25546086287E-01  -0.50849092626E+00  -0.59126623032E+00
 14.22  -0.25789736818E-01  -0.51649335465E+00  -0.61203605075E+00
 14.25  -0.26006526710E-01  -0.52426901956E+00  -0.63299449847E+00
 14.28  -0.26196663437E-01  -0.53181122393E+00  -0.65412045915E+00
 14.31  -0.26360375350E-01  -0.53911338575E+00  -0.67539188864E+00
 14.34  -0.26497911159E-01  -0.54616905590E+00  -0.69678581499E+00
 14.37  -0.26609539409E-01  -0.55297193593E+00  -0.71827834498E+00
 14.40  -0.26695547938E-01  -0.55951589592E+00  -0.73984467556E+00
 14.43  -0.26756243335E-01  -0.56579499207E+00  -0.76145911066E+00
 14.46  -0.26791950380E-01  -0.57180348418E+00  -0.78309508372E+00
 14.49  -0.26803011486E-01  -0.57753585275E+00  -0.80472518645E+00
 14.52  -0.26789786118E-01  -0.58298681570E+00  -0.82632120406E+00
 14.55  -0.26752650226E-01  -0.58815134463E+00  -0.84785415737E+00
 14.58  -0.26691995652E-01  -0.59302468046E+00  -0.86929435213E+00
 14.61  -0.26608229542E-01  -0.59760234845E+00  -0.89061143578E+00
 14.64  -0.26501773752E-01  -0.60188017239E+00  -0.91177446193E+00
 14.67  -0.26373064248E-01  -0.60585428810E+00  -0.93275196256E+00
 14.70  -0.26222550500E-01  -0.60952115582E+00  -0.95351202817E+00
 14.73  -0.26050694877E-01  -0.61287757185E+00  -0.97402239586E+00
 14.76  -0.25857972036E-01  -0.61592067889E+00  -0.99425054516E+00
 14.79  -0.25644868313E-01  -0.61864797544E+00  -0.10141638015E+01
 14.82  -0.25411881107E-01  -0.62105732396E+00  -0.10337294468E+01
 14.85  -0.25159518266E-01  -0.62314695772E+00  -0.10529148378E+01
 14.88  -0.24888297476E-01  -0.62491548653E+00  -0.10716875292E+01
 14.91  -0.24598745642E-01  -0.62636190101E+00  -0.10900154047E+01
 14.94  -0.24291398280E-01  -0.62748557556E+00  -0.11078668111E+01
 14.97  -0.23966798903E-01  -0.62828627000E+00  -0.11252106979E+01
 15.00  -0.23625498407E-01  -0.62876412982E+00  -0.11420167597E+01
 15.03  -0.23268054471E-01  -0.62891968496E+00  -0.11582555808E+01
 15.06  -0.22895030948E-01  -0.62875384733E+00  -0.11738987806E+01
 15.09  -0.22506997264E-01  -0.62826790691E+00  -0.11889191588E+01
 15.12  -0.22104527821E-01  -0.62746352648E+00  -0.12032908398E+01
 15.15  -0.21688201408E-01  -0.62634273508E+00  -0.12169894124E+01
 15.18  -0.21258600606E-01  -0.62490792018E+00  -0.12299920674E+01
 15.21  -0.20816311214E-01  -0.62316181860E+00  -0.12422777273E+01
 15.24  -0.20361921667E-01  -0.62110750628E+00  -0.12538271702E+01
 15.27  -0.19896022467E-01  -0.61874838695E+00  -0.12646231444E+01
 15.30  -0.19419205620E-01  -0.61608817966E+00  -0.12746504734E+01
 15.33  -0.18932064081E-01  -0.61313090548E+00  -0.12838961496E+01
 15.36  -0.18435191203E-01  -0.60988087316E+00  -0.12923494155E+01
 15.39  -0.17929180198E-01  -0.60634266408E+00  -0.13000018315E+01
 15.42  -0.17414623601E-01  -0.60252111638E+00  -0.13068473301E+01
 15.45  -0.16892112752E-01  -0.59842130852E+00  -0.13128822536E+01
 15.48  -0.16362237275E-01  -0.59404854229E+00  -0.13181053777E+01
 15.51  -0.15825584576E-01  -0.58940832525E+00  -0.13225179181E+01
 15.54  -0.15282739345E-01  -0.58450635299E+00  -0.13261235216E+01
 15.57  -0.14734283074E-01  -0.57934849094E+00  -0.13289282403E+01
 15.60  -0.14180793573E-01  -0.57394075613E+00  -0.13309404904E+01
 15.63  -0.13622844516E-01  -0.56828929876E+00  -0.13321709957E+01
 15.66  -0.13061004975E-01  -0.56240038389E+00  -0.13326327149E+01
 15.69  -0.12495838985E-01  -0.55628037309E+00  -0.13323407565E+01
 15.72  -0.11927905109E-01  -0.54993570637E+00  -0.13313122791E+01
 15.75  -0.11357756013E-01  -0.54337288431E+00  -0.13295663800E+01
 15.78  -0.10785938066E-01  -0.53659845050E+00  -0.13271239732E+01
 15.81  -0.10212990935E-01  -0.52961897447E+00  -0.13240076575E+01
 15.84  -0.96394472010E-02  -0.52244103498E+00  -0.13202415763E+01
 15.87  -0.90658319901E-02  -0.51507120389E+00  -0.13158512709E+01
 15.90  -0.84926626089E-02  -0.50751603066E+00  -0.13108635291E+01
 15.93  -0.79204481979E-02  -0.49978202743E+00  -0.13053062287E+01
 15.96  -0.73496893961E-02  -0.49187565480E+00  -0.12992081804E+01
 15.99  -0.67808780175E-02  -0.48380330835E+00  -0.12925989689E+01
 16.02  -0.62144967419E-02  -0.47557130590E+00  -0.12855087950E+01
 16.05  -0.56510188174E-02  -0.46718587562E+00  -0.12779683198E+01
 16.08  -0.50909077765E-02  -0.45865314487E+00  -0.12700085121E+01
 16.11  -0.45346171650E-02  -0.44997912995E+00  -0.12616605001E+01
 16.14  -0.39825902839E-02  -0.44116972667E+00  -0.12529554286E+01
 16.17  -0.34352599447E-02  -0.43223070178E+00  -0.12439243224E+01
 16.20  -0.28930482377E-02  -0.42316768526E+00  -0.12345979573E+01
 16.23  -0.23563663131E-02  -0.41398616352E+00  -0.12250067382E+01
 16.26  -0.18256141755E-02  -0.40469147337E+00  -0.12151805864E+01
 16.29  -0.13011804921E-02  -0.39528879698E+00  -0.12051488343E+01
 16.32  -0.78344241254E-03  -0.38578315753E+00  -0.11949401311E+01
 16.35  -0.27276540342E-03  -0.37617941580E+00  -0.11845823557E+01
 16.38   0.23049690546E-03  -0.36648226757E+00  -0.11741025401E+01
 16.41   0.72600286120E-03  -0.35669624173E+00  -0.11635268021E+01
 16.44   0.12134229153E-02  -0.34682569923E+00  -0.11528802863E+01
 16.47   0.16924397383E-02  -0.33687483277E+00  -0.11421871145E+01
 16.50   0.21627483217E-02  -0.32684766720E+00  -0.11314703455E+01
 16.53   0.26240560676E-02  -0.31674806059E+00  -0.11207519414E+01
 16.56   0.30760828652E-02  -0.30657970601E+00  -0.11100527441E+01
 16.59   0.35185611556E-02  -0.29634613390E+00  -0.10993924573E+01
 16.62   0.39512359839E-02  -0.28605071507E+00  -0.10887896366E+01
 16.65   0.43738650397E-02  -0.27569666428E+00  -0.10782616865E+01
 16.68   0.47862186848E-02  -0.26528704430E+00  -0.10678248623E+01
 16.71   0.51880799702E-02  -0.25482477057E+00  -0.10574942783E+01
 16.74   0.55792446407E-02  -0.24431261627E+00  -0.10472839215E+01
 16.77   0.59595211280E-02  -0.23375321784E+00  -0.10372066685E+01
 16.80   0.63287305330E-02  -0.22314908094E+00  -0.10272743079E+01
 16.83   0.66867065968E-02  -0.21250258677E+00  -0.10174975650E+01
 16.86   0.70332956605E-02  -0.20181599877E+00  -0.10078861309E+01
 16.89   0.73683566146E-02  -0.19109146956E+00  -0.99844869275E+00
 16.92   0.76917608379E-02  -0.18033104831E+00  -0.98919296736E+00
 16.95   0.80033921257E-02  -0.16953668821E+00  -0.98012573627E+00
 16.98   0.83031466088E-02  -0.15871025432E+00  -0.97125288209E+00
 17.01   0.85909326614E-02  -0.14785353150E+00  -0.96257942608E+00
 17.04   0.88666708006E-02  -0.13696823264E+00  -0.95410956652E+00
 17.07   0.91302935755E-02  -0.12605600692E+00  -0.94584671744E+00
 17.10   0.93817454480E-02  -0.11511844830E+00  -0.93779354761E+00
 17.13   0.96209826639E-02  -0.10415710405E+00  -0.92995201952E+00
 17.16   0.98479731160E-02  -0.93173483392E-01  -0.92232342796E+00
 17.19   0.10062696198E-01  -0.82169066162E-01  -0.91490843830E+00
 17.22   0.10265142652E-01  -0.71145311552E-01  -0.90770712404E+00
 17.25   0.10455314406E-01  -0.60103666819E-01  -0.90071900358E+00
 17.28   0.10633224402E-01  -0.49045576006E-01  -0.89394307612E+00
 17.31   0.10798896425E-01  -0.37972488626E-01  -0.88737785653E+00
 17.34   0.10952364916E-01  -0.26885868285E-01  -0.88102140903E+00
 17.37   0.11093674778E-01  -0.15787201246E-01  -0.87487137984E+00
 17.40   0.11222881187E-01  -0.46780048833E-02  -0.86892502842E+00
 17.43   0.11340049380E-01   0.64401639616E-02  -0.86317925751E+00
 17.46   0.11445254452E-01   0.17565700768E-01  -0.85763064182E+00
 17.49   0.11538581136E-01   0.28696945269E-01  -0.85227545536E+00
 17.52   0.11620123587E-01   0.39832173561E-01  -0.84710969745E+00
 17.55   0.11689985151E-01   0.50969590400E-01  -0.84212911730E+00
 17.58   0.11748278139E-01   0.62107321706E-01  -0.83732923734E+00
 17.61   0.11795123588E-01   0.73243407307E-01  -0.83270537507E+00
 17.64   0.11830651023E-01   0.84375793916E-01  -0.82825266376E+00
 17.67   0.11854998215E-01   0.95502328386E-01  -0.82396607170E+00
 17.70   0.11868310930E-01   0.10662075125E+00  -0.81984042029E+00
 17.73   0.11870742679E-01   0.11772869058E+00  -0.81587040088E+00
 17.76   0.11862454466E-01   0.12882365612E+00  -0.81205059039E+00
 17.79   0.11843614527E-01   0.13990303388E+00  -0.80837546583E+00
 17.82   0.11814398074E-01   0.15096408093E+00  -0.80483941767E+00
 17.85   0.11774987030E-01   0.16200392077E+00  -0.80143676223E+00
 17.88   0.11725569768E-01   0.17301953894E+00  -0.79816175298E+00
 17.91   0.11666340839E-01   0.18400777916E+00  -0.79500859092E+00
 17.94   0.11597500709E-01   0.19496533991E+00  -0.79197143409E+00
 17.97   0.11519255490E-01   0.20588877141E+00  -0.78904440611E+00
 18.00   0.11431816666E-01   0.21677447320E+00  -0.78622160407E+00
 18.03   0.11335400827E-01   0.22761869210E+00  -0.78349710552E+00
 18.06   0.11230229392E-01   0.23841752084E+00  -0.78086497482E+00
 18.09   0.11116528343E-01   0.24916689709E+00  -0.77831926885E+00
 18.12   0.10994527947E-01   0.25986260321E+00  -0.77585404207E+00
 18.15   0.10864462491E-01   0.27050026643E+00  -0.77346335108E+00
 18.18   0.10726570006E-01   0.28107535979E+00  -0.77114125857E+00
 18.21   0.10581091997E-01   0.29158320355E+00  -0.76888183693E+00
 18.24   0.10428273176E-01   0.30201896737E+00  -0.76667917140E+00
 18.27   0.10268361192E-01   0.31237767302E+00  -0.76452736277E+00
 18.30   0.10101606362E-01   0.32265419782E+00  -0.76242052992E+00
 18.33   0.99282614113E-02   0.33284327874E+00  -0.76035281191E+00
 18.36   0.97485812027E-02   0.34293951717E+00  -0.75831836998E+00
 18.39   0.95628224801E-02   0.35293738439E+00  -0.75631138922E+00
 18.42   0.93712436074E-02   0.36283122768E+00  -0.75432608020E+00
 18.45   0.91741043114E-02   0.37261527722E+00  -0.75235668042E+00
 18.48   0.89716654279E-02   0.38228365355E+00  -0.75039745565E+00
 18.51   0.87641886500E-02   0.39183037585E+00  -0.74844270135E+00
 18.54   0.85519362799E-02   0.40124937081E+00  -0.74648674392E+00
 18.57   0.83351709834E-02   0.41053448220E+00  -0.74452394210E+00
 18.60   0.81141555479E-02   0.41967948108E+00  -0.74254868837E+00
 18.63   0.78891526443E-02   0.42867807666E+00  -0.74055541045E+00
 18.66   0.76604245919E-02   0.43752392782E+00  -0.73853857293E+00
 18.69   0.74282331277E-02   0.44621065510E+00  -0.73649267900E+00
 18.72   0.71928391798E-02   0.45473185339E+00  -0.73441227243E+00
 18.75   0.69545026441E-02   0.46308110506E+00  -0.73229193963E+00
 18.78   0.67134821660E-02   0.47125199361E+00  -0.73012631206E+00
 18.81   0.64700349268E-02   0.47923811779E+00  -0.72791006876E+00
 18.84   0.62244164333E-02   0.48703310607E+00  -0.72563793922E+00
 18.87   0.59768803137E-02   0.49463063154E+00  -0.72330470648E+00
 18.90   0.57276781172E-02   0.50202442705E+00  -0.72090521051E+00
 18.93   0.54770591186E-02   0.50920830063E+00  -0.71843435196E+00
 18.96   0.52252701284E-02   0.51617615110E+00  -0.71588709612E+00
 18.99   0.49725553071E-02   0.52292198378E+00  -0.71325847731E+00
 19.02   0.47191559859E-02   0.52943992628E+00  -0.71054360350E+00
 19.05   0.44653104914E-02   0.53572424428E+00  -0.70773766133E+00
 19.08   0.42112539764E-02   0.54176935719E+00  -0.70483592145E+00
 19.11   0.39572182557E-02   0.54756985375E+00  -0.70183374421E+00
 19.14   0.37034316478E-02   0.55312050728E+00  -0.69872658560E+00
 19.17   0.34501188217E-02   0.55841629071E+00  -0.69551000363E+00
 19.20   0.31975006497E-02   0.56345239124E+00  -0.69217966500E+00
 19.23   0.29457940650E-02   0.56822422447E+00  -0.68873135200E+00
 19.26   0.26952119264E-02   0.57272744810E+00  -0.68516096982E+00
 19.29   0.24459628873E-02   0.57695797497E+00  -0.68146455409E+00
 19.32   0.21982512710E-02   0.58091198544E+00  -0.67763827864E+00
 19.35   0.19522769522E-02   0.58458593903E+00  -0.67367846364E+00
 19.38   0.17082352437E-02   0.58797658530E+00  -0.66958158382E+00
 19.41   0.14663167887E-02   0.59108097379E+00  -0.66534427696E+00
 19.44   0.12267074599E-02   0.59389646308E+00  -0.66096335256E+00
 19.47   0.98958826350E-03   0.59642072889E+00  -0.65643580063E+00
 19.50   0.75513524941E-03   0.59865177108E+00  -0.65175880060E+00
 19.53   0.52351942707E-03   0.60058791971E+00  -0.64692973034E+00
 19.56   0.29490668731E-03   0.60222783982E+00  -0.64194617514E+00
 19.59   0.69457729829E-04   0.60357053525E+00  -0.63680593683E+00
 19.62  -0.15267200355E-03   0.60461535118E+00  -0.63150704274E+00
 19.65  -0.37133238986E-03   0.60536197553E+00  -0.62604775471E+00
 19.68  -0.58637868028E-03   0.60581043919E+00  -0.62042657787E+00
 19.71  -0.79767154976E-03   0.60596111505E+00  -0.61464226942E+00
 19.74  -0.10050771411E-02   0.60581471582E+00  -0.60869384705E+00
 19.77  -0.12084671031E-02   0.60537229071E+00  -0.60258059730E+00
 19.80  -0.14077186241E-02   0.60463522092E+00  -0.59630208349E+00
 19.83  -0.16027144586E-02   0.60360521403E+00  -0.58985815346E+00
 19.86  -0.17933429497E-02   0.60228429729E+00  -0.58324894685E+00
 19.89  -0.19794980457E-02   0.60067480983E+00  -0.57647490204E+00
 19.92  -0.21610793117E-02   0.59877939382E+00  -0.56953676267E+00
 19.95  -0.23379919351E-02   0.59660098478E+00  -0.56243558356E+00
 19.98  -0.25101467271E-02   0.59414280087E+00  -0.55517273629E+00
 20.01  -0.26774601185E-02   0.59140833134E+00  -0.54774991406E+00
 20.04  -0.28398541504E-02   0.58840132428E+00  -0.54016913607E+00
 20.07  -0.29972564607E-02   0.58512577357E+00  -0.53243275120E+00
 20.10  -0.31496002647E-02   0.58158590519E+00  -0.52454344114E+00
