   t         Theta F_0 0       Theta F_0 0.5       Theta F_0 1.2
 11.85   0.45478339306E-02   0.72973481578E+00   0.15862170780E+01
 11.88   0.60512212023E-02   0.74018486462E+00   0.15812696291E+01
 11.91   0.75266115990E-02   0.75031951696E+00   0.15765724482E+01
 11.94   0.89730972533E-02   0.76013593766E+00   0.15721196762E+01
 11.97   0.10389809944E-01   0.76963142565E+00   0.15679051323E+01
 12.00   0.11775921283E-01   0.77880340901E+00   0.15639223173E+01
 12.03   0.13130642868E-01   0.78764943995E+00   0.15601644164E+01
 12.06   0.14453226390E-01   0.79616719003E+00   0.15566243032E+01
 12.09   0.15742963708E-01   0.80435444535E+00   0.15532945434E+01
 12.12   0.16999186885E-01   0.81220910196E+00   0.15501673996E+01
 12.15   0.18221268183E-01   0.81972916143E+00   0.15472348355E+01
 12.18   0.19408620027E-01   0.82691272645E+00   0.15444885209E+01
 12.21   0.20560694932E-01   0.83375799677E+00   0.15419198373E+01
 12.24   0.21676985392E-01   0.84026326523E+00   0.15395198830E+01
 12.27   0.22757023736E-01   0.84642691401E+00   0.15372794793E+01
 12.30   0.23800381951E-01   0.85224741111E+00   0.15351891761E+01
 12.33   0.24806671472E-01   0.85772330706E+00   0.15332392586E+01
 12.36   0.25775542935E-01   0.86285323188E+00   0.15314197531E+01
 12.39   0.26706685906E-01   0.86763589219E+00   0.15297204346E+01
 12.42   0.27599828572E-01   0.87207006873E+00   0.15281308329E+01
 12.45   0.28454737407E-01   0.87615461403E+00   0.15266402398E+01
 12.48   0.29271216800E-01   0.87988845037E+00   0.15252377165E+01
 12.51   0.30049108670E-01   0.88327056801E+00   0.15239121005E+01
 12.54   0.30788292033E-01   0.88630002375E+00   0.15226520136E+01
 12.57   0.31488682561E-01   0.88897593967E+00   0.15214458690E+01
 12.60   0.32150232099E-01   0.89129750226E+00   0.15202818791E+01
 12.63   0.32772928171E-01   0.89326396174E+00   0.15191480634E+01
 12.66   0.33356793445E-01   0.89487463174E+00   0.15180322563E+01
 12.69   0.33901885193E-01   0.89612888920E+00   0.15169221152E+01
 12.72   0.34408294713E-01   0.89702617463E+00   0.15158051281E+01
 12.75   0.34876146734E-01   0.89756599259E+00   0.15146686224E+01
 12.78   0.35305598807E-01   0.89774791243E+00   0.15134997726E+01
 12.81   0.35696840660E-01   0.89757156944E+00   0.15122856087E+01
 12.84   0.36050093551E-01   0.89703666608E+00   0.15110130247E+01
 12.87   0.36365609592E-01   0.89614297366E+00   0.15096687870E+01
 12.90   0.36643671057E-01   0.89489033414E+00   0.15082395426E+01
 12.93   0.36884589676E-01   0.89327866231E+00   0.15067118282E+01
 12.96   0.37088705911E-01   0.89130794813E+00   0.15050720785E+01
 12.99   0.37256388220E-01   0.88897825933E+00   0.15033066351E+01
 13.02   0.37388032302E-01   0.88628974431E+00   0.15014017556E+01
 13.05   0.37484060332E-01   0.88324263515E+00   0.14993436221E+01
 13.08   0.37544920187E-01   0.87983725096E+00   0.14971183511E+01
 13.11   0.37571084654E-01   0.87607400134E+00   0.14947120019E+01
 13.14   0.37563050632E-01   0.87195339011E+00   0.14921105868E+01
 13.17   0.37521338325E-01   0.86747601912E+00   0.14893000804E+01
 13.20   0.37446490421E-01   0.86264259236E+00   0.14862664292E+01
 13.23   0.37339071270E-01   0.85745392011E+00   0.14829955620E+01
 13.26   0.37199666050E-01   0.85191092329E+00   0.14794734000E+01
 13.29   0.37028879930E-01   0.84601463797E+00   0.14756858673E+01
 13.32   0.36827337225E-01   0.83976621986E+00   0.14716189018E+01
 13.35   0.36595680549E-01   0.83316694905E+00   0.14672584658E+01
 13.38   0.36334569962E-01   0.82621823474E+00   0.14625905583E+01
 13.41   0.36044682115E-01   0.81892162001E+00   0.14576012260E+01
 13.44   0.35726709396E-01   0.81127878671E+00   0.14522765756E+01
 13.47   0.35381359070E-01   0.80329156029E+00   0.14466027868E+01
 13.50   0.35009352418E-01   0.79496191467E+00   0.14405661247E+01
 13.53   0.34611423885E-01   0.78629197711E+00   0.14341529536E+01
 13.56   0.34188320218E-01   0.77728403294E+00   0.14273497507E+01
 13.59   0.33740799611E-01   0.76794053037E+00   0.14201431208E+01
 13.62   0.33269630855E-01   0.75826408509E+00   0.14125198111E+01
 13.65   0.32775592486E-01   0.74825748481E+00   0.14044667270E+01
 13.68   0.32259471940E-01   0.73792369368E+00   0.13959709479E+01
 13.71   0.31722064714E-01   0.72726585652E+00   0.13870197441E+01
 13.74   0.31164173525E-01   0.71628730291E+00   0.13776005944E+01
 13.77   0.30586607488E-01   0.70499155099E+00   0.13677012040E+01
 13.80   0.29990181287E-01   0.69338231115E+00   0.13573095234E+01
 13.83   0.29375714361E-01   0.68146348939E+00   0.13464137674E+01
 13.86   0.28744030099E-01   0.66923919040E+00   0.13350024357E+01
 13.89   0.28095955036E-01   0.65671372035E+00   0.13230643338E+01
 13.92   0.27432318065E-01   0.64389158941E+00   0.13105885939E+01
 13.95   0.26753949660E-01   0.63077751381E+00   0.12975646981E+01
 13.98   0.26061681098E-01   0.61737641766E+00   0.12839825004E+01
 14.01   0.25356343707E-01   0.60369343426E+00   0.12698322511E+01
 14.04   0.24638768113E-01   0.58973390706E+00   0.12551046209E+01
 14.07   0.23909783504E-01   0.57550339021E+00   0.12397907255E+01
 14.10   0.23170216911E-01   0.56100764861E+00   0.12238821516E+01
 14.13   0.22420892486E-01   0.54625265751E+00   0.12073709827E+01
 14.16   0.21662630815E-01   0.53124460165E+00   0.11902498260E+01
 14.19   0.20896248227E-01   0.51598987386E+00   0.11725118391E+01
 14.22   0.20122556122E-01   0.50049507322E+00   0.11541507575E+01
 14.25   0.19342360321E-01   0.48476700263E+00   0.11351609226E+01
 14.28   0.18556460418E-01   0.46881266592E+00   0.11155373088E+01
 14.31   0.17765649157E-01   0.45263926434E+00   0.10952755521E+01
 14.34   0.16970711822E-01   0.43625419267E+00   0.10743719777E+01
 14.37   0.16172425640E-01   0.41966503459E+00   0.10528236273E+01
 14.40   0.15371559202E-01   0.40287955771E+00   0.10306282871E+01
 14.43   0.14568871902E-01   0.38590570795E+00   0.10077845138E+01
 14.46   0.13765113391E-01   0.36875160342E+00   0.98429166125E+00
 14.49   0.12961023046E-01   0.35142552784E+00   0.96014990566E+00
 14.52   0.12157329463E-01   0.33393592337E+00   0.93536026954E+00
 14.55   0.11354749956E-01   0.31629138303E+00   0.90992464481E+00
 14.58   0.10553990086E-01   0.29850064262E+00   0.88384581425E+00
 14.61   0.97557432000E-02   0.28057257216E+00   0.85712747118E+00
 14.64   0.89606899874E-02   0.26251616699E+00   0.82977423732E+00
 14.67   0.81694980600E-02   0.24434053835E+00   0.80179167844E+00
 14.70   0.73828215449E-02   0.22605490367E+00   0.77318631760E+00
 14.73   0.66013006987E-02   0.20766857652E+00   0.74396564572E+00
 14.76   0.58255615376E-02   0.18919095615E+00   0.71413812937E+00
 14.79   0.50562154882E-02   0.17063151689E+00   0.68371321532E+00
 14.82   0.42938590550E-02   0.15199979717E+00   0.65270133192E+00
 14.85   0.35390735070E-02   0.13330538844E+00   0.62111388678E+00
 14.88   0.27924245827E-02   0.11455792384E+00   0.58896326091E+00
 14.91   0.20544622135E-02   0.95767066812E-01   0.55626279877E+00
 14.94   0.13257202650E-02   0.76942499545E-01   0.52302679444E+00
 14.97   0.60671629798E-03   0.58093911445E-01   0.48927047350E+00
 15.00   0.62830832585E+01   0.39230987551E-01   0.45500997071E+00
 15.03   0.62823852169E+01   0.20363397002E-01   0.42026230328E+00
 15.06   0.62816983660E+01   0.15007815819E-02   0.38504533987E+00
 15.09   0.62810231560E+01   0.62658380516E+01   0.34937776510E+00
 15.12   0.62803600202E+01   0.62470141458E+01   0.31327903991E+00
 15.15   0.62797093742E+01   0.62282238637E+01   0.27676935753E+00
 15.18   0.62790716161E+01   0.62094766261E+01   0.23986959551E+00
 15.21   0.62784471268E+01   0.61907817715E+01   0.20260126369E+00
 15.24   0.62778362692E+01   0.61721485464E+01   0.16498644858E+00
 15.27   0.62772393885E+01   0.61535860947E+01   0.12704775425E+00
 15.30   0.62766568123E+01   0.61351034494E+01   0.88808240049E-01
 15.33   0.62760888504E+01   0.61167095222E+01   0.50291355560E-01
 15.36   0.62755357947E+01   0.60984130960E+01   0.11520873097E-01
 15.39   0.62749979193E+01   0.60802228161E+01   0.62557061253E+01
 15.42   0.62744754805E+01   0.60621471826E+01   0.62165007054E+01
 15.45   0.62739687172E+01   0.60441945433E+01   0.61771142378E+01
 15.48   0.62734778500E+01   0.60263730871E+01   0.61375710765E+01
 15.51   0.62730030825E+01   0.60086908373E+01   0.60978955389E+01
 15.54   0.62725446003E+01   0.59911556467E+01   0.60581118333E+01
 15.57   0.62721025718E+01   0.59737751920E+01   0.60182439861E+01
 15.60   0.62716771480E+01   0.59565569693E+01   0.59783157714E+01
 15.63   0.62712684627E+01   0.59395082903E+01   0.59383506415E+01
 15.66   0.62708766325E+01   0.59226362788E+01   0.58983716601E+01
 15.69   0.62705017574E+01   0.59059478676E+01   0.58584014374E+01
 15.72   0.62701439202E+01   0.58894497964E+01   0.58184620690E+01
 15.75   0.62698031875E+01   0.58731486099E+01   0.57785750776E+01
 15.78   0.62694796094E+01   0.58570506564E+01   0.57387613584E+01
 15.81   0.62691732197E+01   0.58411620872E+01   0.56990411287E+01
 15.84   0.62688840363E+01   0.58254888561E+01   0.56594338814E+01
 15.87   0.62686120613E+01   0.58100367200E+01   0.56199583433E+01
 15.90   0.62683572814E+01   0.57948112391E+01   0.55806324374E+01
 15.93   0.62681196680E+01   0.57798177783E+01   0.55414732505E+01
 15.96   0.62678991773E+01   0.57650615086E+01   0.55024970051E+01
 15.99   0.62676957510E+01   0.57505474094E+01   0.54637190360E+01
 16.02   0.62675093160E+01   0.57362802702E+01   0.54251537722E+01
 16.05   0.62673397855E+01   0.57222646939E+01   0.53868147226E+01
 16.08   0.62671870583E+01   0.57085050996E+01   0.53487144672E+01
 16.11   0.62670510197E+01   0.56950057257E+01   0.53108646522E+01
 16.14   0.62669315420E+01   0.56817706339E+01   0.52732759894E+01
 16.17   0.62668284842E+01   0.56688037128E+01   0.52359582597E+01
 16.20   0.62667416928E+01   0.56561086823E+01   0.51989203210E+01
 16.23   0.62666710018E+01   0.56436890973E+01   0.51621701188E+01
 16.26   0.62666162334E+01   0.56315483531E+01   0.51257147012E+01
 16.29   0.62665771980E+01   0.56196896892E+01   0.50895602362E+01
 16.32   0.62665536947E+01   0.56081161945E+01   0.50537120323E+01
 16.35   0.62665455117E+01   0.55968308120E+01   0.50181745616E+01
 16.38   0.62665524266E+01   0.55858363440E+01   0.49829514854E+01
 16.41   0.62665742067E+01   0.55751354568E+01   0.49480456813E+01
 16.44   0.62666106094E+01   0.55647306858E+01   0.49134592728E+01
 16.47   0.62666613826E+01   0.55546244408E+01   0.48791936593E+01
 16.50   0.62667262650E+01   0.55448190108E+01   0.48452495490E+01
 16.53   0.62668049867E+01   0.55353165690E+01   0.48116269907E+01
 16.56   0.62668972692E+01   0.55261191778E+01   0.47783254084E+01
 16.59   0.62670028260E+01   0.55172287938E+01   0.47453436347E+01
 16.62   0.62671213631E+01   0.55086472723E+01   0.47126799456E+01
 16.65   0.62672525791E+01   0.55003763724E+01   0.46803320950E+01
 16.68   0.62673961656E+01   0.54924177611E+01   0.46482973491E+01
 16.71   0.62675518080E+01   0.54847730179E+01   0.46165725208E+01
 16.74   0.62677191854E+01   0.54774436395E+01   0.45851540031E+01
 16.77   0.62678979710E+01   0.54704310429E+01   0.45540378031E+01
 16.80   0.62680878329E+01   0.54637365705E+01   0.45232195738E+01
 16.83   0.62682884341E+01   0.54573614929E+01   0.44926946469E+01
 16.86   0.62684994330E+01   0.54513070129E+01   0.44624580629E+01
 16.89   0.62687204837E+01   0.54455742688E+01   0.44325046022E+01
 16.92   0.62689512365E+01   0.54401643374E+01   0.44028288131E+01
 16.95   0.62691913383E+01   0.54350782367E+01   0.43734250411E+01
 16.98   0.62694404327E+01   0.54303169291E+01   0.43442874546E+01
 17.01   0.62696981607E+01   0.54258813232E+01   0.43154100718E+01
 17.04   0.62699641608E+01   0.54217722762E+01   0.42867867848E+01
 17.07   0.62702380696E+01   0.54179905960E+01   0.42584113833E+01
 17.10   0.62705195219E+01   0.54145370425E+01   0.42302775769E+01
 17.13   0.62708081514E+01   0.54114123294E+01   0.42023790163E+01
 17.16   0.62711035906E+01   0.54086171249E+01   0.41747093134E+01
 17.19   0.62714054715E+01   0.54061520529E+01   0.41472620603E+01
 17.22   0.62717134258E+01   0.54040176936E+01   0.41200308466E+01
 17.25   0.62720270852E+01   0.54022145836E+01   0.40930092765E+01
 17.28   0.62723460820E+01   0.54007432163E+01   0.40661909842E+01
 17.31   0.62726700488E+01   0.53996040416E+01   0.40395696485E+01
 17.34   0.62729986198E+01   0.53987974656E+01   0.40131390062E+01
 17.37   0.62733314300E+01   0.53983238495E+01   0.39868928648E+01
 17.40   0.62736681165E+01   0.53981835094E+01   0.39608251140E+01
 17.43   0.62740083180E+01   0.53983767143E+01   0.39349297362E+01
 17.46   0.62743516756E+01   0.53989036853E+01   0.39092008170E+01
 17.49   0.62746978330E+01   0.53997645937E+01   0.38836325533E+01
 17.52   0.62750464367E+01   0.54009595589E+01   0.38582192624E+01
 17.55   0.62753971363E+01   0.54024886466E+01   0.38329553889E+01
 17.58   0.62757495846E+01   0.54043518663E+01   0.38078355118E+01
 17.61   0.62761034383E+01   0.54065491685E+01   0.37828543505E+01
 17.64   0.62764583579E+01   0.54090804423E+01   0.37580067706E+01
 17.67   0.62768140078E+01   0.54119455122E+01   0.37332877884E+01
 17.70   0.62771700571E+01   0.54151441347E+01   0.37086925758E+01
 17.73   0.62775261794E+01   0.54186759954E+01   0.36842164638E+01
 17.76   0.62778820531E+01   0.54225407051E+01   0.36598549461E+01
 17.79   0.62782373615E+01   0.54267377961E+01   0.36356036821E+01
 17.82   0.62785917934E+01   0.54312667185E+01   0.36114584996E+01
 17.85   0.62789450430E+01   0.54361268362E+01   0.35874153967E+01
 17.88   0.62792968101E+01   0.54413174223E+01   0.35634705441E+01
 17.91   0.62796468004E+01   0.54468376557E+01   0.35396202864E+01
 17.94   0.62799947254E+01   0.54526866159E+01   0.35158611434E+01
 17.97   0.62803403030E+01   0.54588632790E+01   0.34921898112E+01
 18.00   0.62806832575E+01   0.54653665132E+01   0.34686031631E+01
 18.03   0.62810233196E+01   0.54721950740E+01   0.34450982499E+01
 18.06   0.62813602265E+01   0.54793475996E+01   0.34216723007E+01
 18.09   0.62816937223E+01   0.54868226065E+01   0.33983227226E+01
 18.12   0.62820235581E+01   0.54946184846E+01   0.33750471013E+01
 18.15   0.62823494920E+01   0.55027334926E+01   0.33518432008E+01
 18.18   0.62826712891E+01   0.55111657534E+01   0.33287089630E+01
 18.21   0.62829887219E+01   0.55199132495E+01   0.33056425079E+01
 18.24   0.11626289309E-03   0.55289738186E+01   0.32826421328E+01
 18.27   0.42431372880E-03   0.55383451487E+01   0.32597063119E+01
 18.30   0.72736191972E-03   0.55480247747E+01   0.32368336960E+01
 18.33   0.10252097620E-02   0.55580100730E+01   0.32140231117E+01
 18.36   0.13176671981E-02   0.55682982586E+01   0.31912735606E+01
 18.39   0.16045518725E-02   0.55788863801E+01   0.31685842189E+01
 18.42   0.18856891807E-02   0.55897713169E+01   0.31459544365E+01
 18.45   0.21609123101E-02   0.56009497752E+01   0.31233837361E+01
 18.48   0.24300622729E-02   0.56124182848E+01   0.31008718124E+01
 18.51   0.26929879324E-02   0.56241731961E+01   0.30784185314E+01
 18.54   0.29495460208E-02   0.56362106772E+01   0.30560239290E+01
 18.57   0.31996011503E-02   0.56485267117E+01   0.30336882108E+01
 18.60   0.34430258168E-02   0.56611170961E+01   0.30114117501E+01
 18.63   0.36797003961E-02   0.56739774384E+01   0.29891950878E+01
 18.66   0.39095131338E-02   0.56871031563E+01   0.29670389306E+01
 18.69   0.41323601277E-02   0.57004894759E+01   0.29449441503E+01
 18.72   0.43481453030E-02   0.57141314315E+01   0.29229117821E+01
 18.75   0.45567803824E-02   0.57280238647E+01   0.29009430239E+01
 18.78   0.47581848473E-02   0.57421614245E+01   0.28790392345E+01
 18.81   0.49522858952E-02   0.57565385680E+01   0.28572019325E+01
 18.84   0.51390183882E-02   0.57711495612E+01   0.28354327943E+01
 18.87   0.53183247976E-02   0.57859884802E+01   0.28137336531E+01
 18.90   0.54901551411E-02   0.58010492130E+01   0.27921064968E+01
 18.93   0.56544669146E-02   0.58163254620E+01   0.27705534662E+01
 18.96   0.58112250185E-02   0.58318107465E+01   0.27490768533E+01
 18.99   0.59604016777E-02   0.58474984060E+01   0.27276790990E+01
 19.02   0.61019763573E-02   0.58633816038E+01   0.27063627909E+01
 19.05   0.62359356720E-02   0.58794533311E+01   0.26851306611E+01
 19.08   0.63622732913E-02   0.58957064119E+01   0.26639855834E+01
 19.11   0.64809898390E-02   0.59121335075E+01   0.26429305711E+01
 19.14   0.65920927884E-02   0.59287271227E+01   0.26219687735E+01
 19.17   0.66955963531E-02   0.59454796114E+01   0.26011034734E+01
 19.20   0.67915213726E-02   0.59623831831E+01   0.25803380835E+01
 19.23   0.68798951945E-02   0.59794299099E+01   0.25596761429E+01
 19.26   0.69607515523E-02   0.59966117333E+01   0.25391213138E+01
 19.29   0.70341304389E-02   0.60139204726E+01   0.25186773772E+01
 19.32   0.71000779771E-02   0.60313478321E+01   0.24983482288E+01
 19.35   0.71586462856E-02   0.60488854103E+01   0.24781378749E+01
 19.38   0.72098933429E-02   0.60665247079E+01   0.24580504274E+01
 19.41   0.72538828466E-02   0.60842571371E+01   0.24380900991E+01
 19.44   0.72906840704E-02   0.61020740310E+01   0.24182611985E+01
 19.47   0.73203717183E-02   0.61199666528E+01   0.23985681245E+01
 19.50   0.73430257758E-02   0.61379262060E+01   0.23790153605E+01
 19.53   0.73587313586E-02   0.61559438436E+01   0.23596074686E+01
 19.56   0.73675785592E-02   0.61740106788E+01   0.23403490833E+01
 19.59   0.73696622911E-02   0.61921177948E+01   0.23212449052E+01
 19.62   0.73650821310E-02   0.62102562554E+01   0.23022996939E+01
 19.65   0.73539421593E-02   0.62284171146E+01   0.22835182613E+01
 19.68   0.73363507989E-02   0.62465914278E+01   0.22649054640E+01
 19.71   0.73124206524E-02   0.62647702612E+01   0.22464661959E+01
 19.74   0.72822683382E-02   0.62829447027E+01   0.22282053805E+01
 19.77   0.72460143251E-02   0.17920564262E-01   0.22101279626E+01
 19.80   0.72037827664E-02   0.36059620890E-01   0.21922389000E+01
 19.83   0.71557013326E-02   0.54167777311E-01   0.21745431554E+01
 19.86   0.71019010441E-02   0.72236306229E-01   0.21570456870E+01
 19.89   0.70425161027E-02   0.90256550524E-01   0.21397514400E+01
 19.92   0.69776837234E-02   0.10821993234E+00   0.21226653371E+01
 19.95   0.69075439653E-02   0.12611796188E+00   0.21057922696E+01
 19.98   0.68322395635E-02   0.14394224591E+00   0.20891370875E+01
 20.01   0.67519157599E-02   0.16168449585E+00   0.20727045901E+01
 20.04   0.66667201355E-02   0.17933653558E+00   0.20564995160E+01
 20.07   0.65768024416E-02   0.19689030878E+00   0.20405265335E+01
 20.10   0.64823144337E-02   0.21433788594E+00   0.20247902302E+01
